trait,rid,pathway,n_genes,n_high_i2_genes,frac_high_i2,fisher_p,bh_q,ld_block_perm_p,ld_block_perm_q,fdr_significant
T2D,R-HSA-937061,TRIF (TICAM1)-mediated TLR4 signaling ,103,85,0.825243,0.29242,0.953234,0.218905,0.409795,False
T2D,R-HSA-9013409,RHOJ GTPase cycle,50,42,0.84,0.295889,0.953234,0.159204,0.31586,False
T2D,R-HSA-9013149,RAC1 GTPase cycle,170,139,0.817647,0.299416,0.953234,0.238806,0.441782,False
T2D,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,39,33,0.846154,0.302202,0.953234,0.263682,0.47657,False
T2D,R-HSA-9656223,Signaling by RAF1 mutants,39,33,0.846154,0.302202,0.953234,0.238806,0.441782,False
T2D,R-HSA-164378,PKA activation in glucagon signalling,17,15,0.882353,0.302968,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-181429,Serotonin Neurotransmitter Release Cycle,17,15,0.882353,0.302968,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle,17,15,0.882353,0.302968,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-432142,Platelet sensitization by LDL,17,15,0.882353,0.302968,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",17,15,0.882353,0.302968,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-5654221,Phospholipase C-mediated cascade; FGFR2,17,15,0.882353,0.302968,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-5654710,PI-3K cascade:FGFR3,17,15,0.882353,0.302968,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-6788467,IL-6-type cytokine receptor ligand interactions,17,15,0.882353,0.302968,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,17,15,0.882353,0.302968,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,17,15,0.882353,0.302968,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",17,15,0.882353,0.302968,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9830364,Formation of the nephric duct,17,15,0.882353,0.302968,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8948751,Regulation of PTEN stability and activity,55,46,0.836364,0.303731,0.953234,0.124378,0.255594,False
T2D,R-HSA-162588,Budding and maturation of HIV virion,28,24,0.857143,0.306266,0.953234,0.0348259,0.0807234,False
T2D,R-HSA-5654732,Negative regulation of FGFR3 signaling,28,24,0.857143,0.306266,0.953234,0.0597015,0.132389,False
T2D,R-HSA-69205,G1/S-Specific Transcription,28,24,0.857143,0.306266,0.953234,0.0497512,0.110846,False
T2D,R-HSA-72086,mRNA Capping,28,24,0.857143,0.306266,0.953234,0.0447761,0.101004,False
T2D,R-HSA-1169410,Antimicrobial mechanism of IFN-stimulated genes,159,130,0.81761,0.308687,0.953234,0.303483,0.529801,False
T2D,R-HSA-4615885,SUMOylation of DNA replication proteins,44,37,0.840909,0.311964,0.953234,0.21393,0.40208,False
T2D,R-HSA-4641258,Degradation of DVL,44,37,0.840909,0.311964,0.953234,0.208955,0.394619,False
T2D,R-HSA-1592230,Mitochondrial biogenesis,86,71,0.825581,0.31576,0.953234,0.278607,0.496684,False
T2D,R-HSA-157118,Signaling by NOTCH,220,179,0.813636,0.31639,0.953234,0.452736,0.694589,False
T2D,R-HSA-204005,COPII-mediated vesicle transport,65,54,0.830769,0.316577,0.953234,0.20398,0.387086,False
T2D,R-HSA-1234158,Regulation of gene expression by Hypoxia-inducible Factor,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-1839122,Signaling by activated point mutants of FGFR1,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-1839130,Signaling by activated point mutants of FGFR3,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-193692,Regulated proteolysis of p75NTR,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-2022923,DS-GAG biosynthesis,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-2033514,FGFR3 mutant receptor activation,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-2485179,Activation of the phototransduction cascade,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-2514853,Condensation of Prometaphase Chromosomes,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-2586552,Signaling by Leptin,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-418359,Reduction of cytosolic Ca++ levels,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-446107,Type I hemidesmosome assembly,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-5210891,Uptake and function of anthrax toxins,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-5655291,Signaling by FGFR4 in disease,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8851805,MET activates RAS signaling,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8875555,MET activates RAP1 and RAC1,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9634285,Constitutive Signaling by Overexpressed ERBB2,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9664420,Killing mechanisms,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9673324,WNT5:FZD7-mediated leishmania damping,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9755088,Ribavirin ADME,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-977347,Serine metabolism,11,10,0.909091,0.316656,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-114608,Platelet degranulation ,117,96,0.820513,0.318903,0.953234,0.303483,0.529801,False
T2D,R-HSA-163359,Glucagon signaling in metabolic regulation,33,28,0.848485,0.319477,0.953234,0.18408,0.354462,False
T2D,R-HSA-5654727,Negative regulation of FGFR2 signaling,33,28,0.848485,0.319477,0.953234,0.208955,0.394619,False
T2D,R-HSA-6807070,PTEN Regulation,122,100,0.819672,0.321679,0.953234,0.253731,0.462848,False
T2D,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,122,100,0.819672,0.321679,0.953234,0.298507,0.523444,False
T2D,R-HSA-111448,Activation of NOXA and translocation to mitochondria,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-112303,Electric Transmission Across Gap Junctions,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-112307,Transmission across Electrical Synapses ,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-1169092,Activation of RAS in B cells,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-1306955,GRB7 events in ERBB2 signaling,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-1483226,Synthesis of PI,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-1483248,Synthesis of PIPs at the ER membrane,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-210746,Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-3065676,SUMO is conjugated to E1 (UBA2:SAE1),5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-435368,Zinc efflux and compartmentalization by the SLC30 family,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-5250955,Toxicity of botulinum toxin type D (botD),5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-5250981,Toxicity of botulinum toxin type F (botF),5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-5368598,Negative regulation of TCF-dependent signaling by DVL-interacting proteins,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-5423599,Diseases of Mismatch Repair (MMR),5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-561048,Organic anion transport by SLC22 transporters,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-77310,Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-77348,Beta oxidation of octanoyl-CoA to hexanoyl-CoA,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-77350,Beta oxidation of hexanoyl-CoA to butanoyl-CoA,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-77352,Beta oxidation of butanoyl-CoA to acetyl-CoA,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8849468,PTK6 Regulates Proteins Involved in RNA Processing,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8849473,PTK6 Expression,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8852405,Signaling by MST1,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8865999,MET activates PTPN11,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8866423,VLDL assembly,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8866911,TFAP2 (AP-2) family regulates transcription of cell cycle factors,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8932504,DAG1 core M2 glycosylations,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8932505,DAG1 core M3 glycosylations,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8935964,RUNX1 regulates expression of components of tight junctions,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8939256,RUNX1 regulates transcription of genes involved in WNT signaling,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8941284,RUNX2 regulates chondrocyte maturation,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8964011,HDL clearance,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-8964026,Chylomicron clearance,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9013425,RHOT1 GTPase cycle,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9018896,Biosynthesis of E-series 18(S)-resolvins,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9022537,Loss of MECP2 binding ability to the NCoR/SMRT complex,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-964739,N-glycan trimming and elongation in the cis-Golgi,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9662001,Defective factor VIII causes hemophilia A,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9673768,Signaling by membrane-tethered fusions of PDGFRA or PDGFRB,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9707587,Regulation of HMOX1 expression and activity,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9758920,Formation of lateral plate mesoderm,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9768777,Regulation of NPAS4 gene transcription,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9818035,NFE2L2 regulating ER-stress associated genes,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9865114,Maple Syrup Urine Disease,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9912481,Branched-chain ketoacid dehydrogenase kinase deficiency,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9912529,H139Hfs13* PPM1K causes a mild variant of  MSUD,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9931529,Phosphorylation and nuclear translocation of BMAL1 (ARNTL) and CLOCK,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-9946127,Defects of contact activation system and kallikrein-kinin system ,5,5,1,0.323895,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-112409,RAF-independent MAPK1/3 activation,22,19,0.863636,0.324221,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-166208,mTORC1-mediated signalling,22,19,0.863636,0.324221,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-5654695,PI-3K cascade:FGFR2,22,19,0.863636,0.324221,0.953234,0.00497512,0.0131056,False
T2D,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,75,62,0.826667,0.326698,0.957081,0.19403,0.369992,False
T2D,R-HSA-9958825,Activation of STAT3 by cadherin engagement,75,62,0.826667,0.326698,0.957081,0.21393,0.40208,False
T2D,R-HSA-194138,Signaling by VEGF,101,83,0.821782,0.326749,0.957081,0.248756,0.456247,False
T2D,R-HSA-9931269,AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274),54,45,0.833333,0.327192,0.957189,0.208955,0.394619,False
T2D,R-HSA-8856828,Clathrin-mediated endocytosis,137,112,0.817518,0.329019,0.960359,0.263682,0.47657,False
T2D,R-HSA-5655302,Signaling by FGFR1 in disease,38,32,0.842105,0.329954,0.960359,0.288557,0.509792,False
T2D,R-HSA-198725,Nuclear Events (kinase and transcription factor activation),59,49,0.830508,0.333271,0.960359,0.149254,0.298634,False
T2D,R-HSA-9759194,Nuclear events mediated by NFE2L2,85,70,0.823529,0.334907,0.960359,0.20398,0.387086,False
T2D,R-HSA-9006936,Signaling by TGFB family members,152,124,0.815789,0.335161,0.960359,0.348259,0.589188,False
T2D,R-HSA-1433557,Signaling by SCF-KIT,43,36,0.837209,0.338503,0.960359,0.253731,0.462848,False
T2D,R-HSA-5619084,ABC transporter disorders,64,53,0.828125,0.338595,0.960359,0.218905,0.409795,False
T2D,R-HSA-3295583,TRP channels,27,23,0.851852,0.3392,0.960359,0.104478,0.21678,False
T2D,R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum  stress,27,23,0.851852,0.3392,0.960359,0.0995025,0.207922,False
T2D,R-HSA-6803529,FGFR2 alternative splicing,27,23,0.851852,0.3392,0.960359,0.0646766,0.141951,False
T2D,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",27,23,0.851852,0.3392,0.960359,0.0696517,0.151599,False
T2D,R-HSA-975155,MyD88 dependent cascade initiated on endosome,95,78,0.821053,0.341712,0.960359,0.248756,0.456247,False
T2D,R-HSA-8856688,Golgi-to-ER retrograde transport,131,107,0.816794,0.342448,0.960359,0.268657,0.483705,False
T2D,R-HSA-1433559,Regulation of KIT signaling,16,14,0.875,0.345004,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-156711,Polo-like kinase mediated events,16,14,0.875,0.345004,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-180292,GAB1 signalosome,16,14,0.875,0.345004,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,16,14,0.875,0.345004,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-1963642,PI3K events in ERBB2 signaling,16,14,0.875,0.345004,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-2033519,Activated point mutants of FGFR2,16,14,0.875,0.345004,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-2243919,Crosslinking of collagen fibrils,16,14,0.875,0.345004,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-429958,mRNA decay by 3' to 5' exoribonuclease,16,14,0.875,0.345004,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-5609975,Diseases associated with glycosylation precursor biosynthesis,16,14,0.875,0.345004,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9665348,Signaling by ERBB2 ECD mutants,16,14,0.875,0.345004,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9819196,Zygotic genome activation (ZGA),16,14,0.875,0.345004,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9920951,Dengue virus modulates apoptosis,16,14,0.875,0.345004,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-1169408,ISG15 antiviral mechanism,74,61,0.824324,0.347498,0.960359,0.258706,0.470103,False
T2D,R-HSA-376176,Signaling by ROBO receptors,192,156,0.8125,0.347521,0.960359,0.283582,0.50251,False
T2D,R-HSA-4791275,Signaling by WNT in cancer,32,27,0.84375,0.350437,0.960359,0.293532,0.516643,False
T2D,R-HSA-8953897,Cellular responses to stimuli,877,705,0.803877,0.351407,0.960359,0.40796,0.654905,False
T2D,R-HSA-8953854,Metabolism of RNA,696,560,0.804598,0.353889,0.960359,0.273632,0.49004,False
T2D,R-HSA-9909615,Regulation of PD-L1(CD274) Post-translational modification,84,69,0.821429,0.354663,0.960359,0.258706,0.470103,False
T2D,R-HSA-8943724,Regulation of PTEN gene transcription,58,48,0.827586,0.356901,0.960359,0.21393,0.40208,False
T2D,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,37,31,0.837838,0.359235,0.960359,0.318408,0.551767,False
T2D,R-HSA-9013420,RHOU GTPase cycle,37,31,0.837838,0.359235,0.960359,0.318408,0.551767,False
T2D,R-HSA-15869,Metabolism of nucleotides,94,77,0.819149,0.360565,0.960359,0.238806,0.441782,False
T2D,R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,94,77,0.819149,0.360565,0.960359,0.268657,0.483705,False
T2D,R-HSA-4839726,Chromatin organization,353,285,0.807365,0.360731,0.960359,0.467662,0.707804,False
T2D,R-HSA-73980,RNA Polymerase III Transcription Termination,21,18,0.857143,0.36239,0.960359,0.00995025,0.0246661,False
T2D,R-HSA-9638630,Attachment of bacteria to epithelial cells,21,18,0.857143,0.36239,0.960359,0.0149254,0.0364997,False
T2D,R-HSA-9768919,NPAS4 regulates expression of target genes,21,18,0.857143,0.36239,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,21,18,0.857143,0.36239,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9931953,Biofilm formation,21,18,0.857143,0.36239,0.960359,0.0149254,0.0364997,False
T2D,R-HSA-2672351,Stimuli-sensing channels,99,81,0.818182,0.363143,0.960359,0.253731,0.462848,False
T2D,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,99,81,0.818182,0.363143,0.960359,0.333333,0.57008,False
T2D,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,68,56,0.823529,0.365437,0.960359,0.308458,0.537689,False
T2D,R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,42,35,0.833333,0.366341,0.960359,0.208955,0.394619,False
T2D,R-HSA-6783783,Interleukin-10 signaling,42,35,0.833333,0.366341,0.960359,0.268657,0.483705,False
T2D,R-HSA-69202,Cyclin E associated events during G1/S transition ,73,60,0.821918,0.368981,0.960359,0.228856,0.426052,False
T2D,R-HSA-110056,MAPK3 (ERK1) activation,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-111458,Formation of apoptosome,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-111932,CaMK IV-mediated phosphorylation of CREB,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-112311,Neurotransmitter clearance,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-1250342,PI3K events in ERBB4 signaling,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-1433617,Regulation of signaling by NODAL,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-1660517,Synthesis of PIPs at the late endosome membrane,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-170660,Adenylate cyclase activating pathway,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-176974,Unwinding of DNA,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-190377,FGFR2b ligand binding and activation,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-2206281,Mucopolysaccharidoses,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-2465910,MASTL Facilitates Mitotic Progression,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-399997,Acetylcholine regulates insulin secretion,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-425381,Bicarbonate transporters,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-428542,Regulation of commissural axon pathfinding by SLIT and ROBO,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-6787450,tRNA modification in the mitochondrion,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-73614,Pyrimidine salvage,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-74749,Signal attenuation,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-879518,Organic anion transport by SLCO transporters,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9627069,Regulation of the apoptosome activity,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9818030,NFE2L2 regulating tumorigenic genes,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9836573,Mitochondrial RNA degradation,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9839383,TGFBR3 PTM regulation,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9857492,Protein lipoylation,10,9,0.9,0.370228,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-4086400,PCP/CE pathway,78,64,0.820513,0.372148,0.960359,0.21393,0.40208,False
T2D,R-HSA-9012852,Signaling by NOTCH3,47,39,0.829787,0.372218,0.960359,0.149254,0.298634,False
T2D,R-HSA-167160,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,26,22,0.846154,0.37435,0.960359,0.134328,0.272945,False
T2D,R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,26,22,0.846154,0.37435,0.960359,0.164179,0.323279,False
T2D,R-HSA-77075,RNA Pol II CTD phosphorylation and interaction with CE,26,22,0.846154,0.37435,0.960359,0.134328,0.272945,False
T2D,R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,83,68,0.819277,0.374997,0.960359,0.253731,0.462848,False
T2D,R-HSA-611105,Respiratory electron transport,144,117,0.8125,0.379278,0.960359,0.278607,0.496684,False
T2D,R-HSA-186797,Signaling by PDGF,57,47,0.824561,0.381403,0.960359,0.258706,0.470103,False
T2D,R-HSA-2142753,Arachidonate metabolism,57,47,0.824561,0.381403,0.960359,0.298507,0.523444,False
T2D,R-HSA-418555,G alpha (s) signalling events,154,125,0.811688,0.381723,0.960359,0.373134,0.616654,False
T2D,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,98,80,0.816327,0.382051,0.960359,0.273632,0.49004,False
T2D,R-HSA-5576892,Phase 0 - rapid depolarisation,31,26,0.83871,0.383165,0.960359,0.38806,0.634639,False
T2D,R-HSA-5694530,Cargo concentration in the ER,31,26,0.83871,0.383165,0.960359,0.358209,0.600842,False
T2D,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,31,26,0.83871,0.383165,0.960359,0.333333,0.57008,False
T2D,R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT),31,26,0.83871,0.383165,0.960359,0.333333,0.57008,False
T2D,R-HSA-9840310,Glycosphingolipid catabolism,31,26,0.83871,0.383165,0.960359,0.323383,0.558334,False
T2D,R-HSA-9932451,SWI/SNF chromatin remodelers,31,26,0.83871,0.383165,0.960359,0.278607,0.496684,False
T2D,R-HSA-1234174,Cellular response to hypoxia,62,51,0.822581,0.385069,0.960359,0.238806,0.441782,False
T2D,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,36,30,0.833333,0.389973,0.960359,0.328358,0.564029,False
T2D,R-HSA-5689896,Ovarian tumor domain proteases,36,30,0.833333,0.389973,0.960359,0.273632,0.49004,False
T2D,R-HSA-111447,Activation of BAD and translocation to mitochondria ,15,13,0.866667,0.391087,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,15,13,0.866667,0.391087,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-430039,mRNA decay by 5' to 3' exoribonuclease,15,13,0.866667,0.391087,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-435354,Zinc transporters,15,13,0.866667,0.391087,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-5637810,Constitutive Signaling by EGFRvIII,15,13,0.866667,0.391087,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-5637812,Signaling by EGFRvIII in Cancer,15,13,0.866667,0.391087,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,15,13,0.866667,0.391087,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-75892,Platelet Adhesion to exposed collagen,15,13,0.866667,0.391087,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-446652,Interleukin-1 family signaling,133,108,0.81203,0.392988,0.960359,0.328358,0.564029,False
T2D,R-HSA-3899300,SUMOylation of transcription cofactors,41,34,0.829268,0.395407,0.960359,0.228856,0.426052,False
T2D,R-HSA-3928662,EPHB-mediated forward signaling,41,34,0.829268,0.395407,0.960359,0.233831,0.43497,False
T2D,R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production,41,34,0.829268,0.395407,0.960359,0.288557,0.509792,False
T2D,R-HSA-9820448,Developmental Cell Lineages of the Exocrine Pancreas,82,67,0.817073,0.39587,0.960359,0.263682,0.47657,False
T2D,R-HSA-9663891,Selective autophagy,87,71,0.816092,0.397895,0.960359,0.318408,0.551767,False
T2D,R-HSA-8978868,Fatty acid metabolism,168,136,0.809524,0.399692,0.960359,0.39801,0.644202,False
T2D,R-HSA-9860931,Response of endothelial cells to shear stress,92,75,0.815217,0.399726,0.960359,0.318408,0.551767,False
T2D,R-HSA-5387390,Hh mutants abrogate ligand secretion,46,38,0.826087,0.399855,0.960359,0.21393,0.40208,False
T2D,R-HSA-73893,DNA Damage Bypass,46,38,0.826087,0.399855,0.960359,0.208955,0.394619,False
T2D,R-HSA-9929491,SPOP-mediated proteasomal degradation of PD-L1(CD274),46,38,0.826087,0.399855,0.960359,0.20398,0.387086,False
T2D,R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,97,79,0.814433,0.401389,0.960359,0.303483,0.529801,False
